  5.000000	  5.000000	   SN2009Y
740.000000	  5.000000	  SN2005eq
1092.000000	  5.000000	  SN2005eq
  1.000000	  5.000000	  SN2008ar
 20.000000	  5.000000	  SN2008ar
  2.000000	  5.000000	  SN2007bc
 14.000000	  5.000000	  SN2007bc
 15.000000	  5.000000	  SN2007bc
 18.000000	  5.000000	  SN2007bc
 36.000000	  5.000000	  SN2007bc
 50.000000	  5.000000	  SN2007bc
1278.000000	  5.000000	  SN2009ad
3576.000000	  5.000000	  SN2009ad
5265.000000	  5.000000	  SN2009ad
6049.000000	  5.000000	  SN2009ad
152.000000	  5.000000	  SN2005ki
180.000000	  5.000000	  SN2005ki
506.000000	  5.000000	  SN2005ki
818.000000	  5.000000	  SN2005ki
1064.000000	  5.000000	  SN2005ki
1074.000000	  5.000000	  SN2005ki
1226.000000	  5.000000	  SN2005ki
1268.000000	  5.000000	  SN2005ki
1405.000000	  5.000000	  SN2005ki
1530.000000	  5.000000	  SN2005ki
1560.000000	  5.000000	  SN2005ki
1830.000000	  5.000000	  SN2005ki
2018.000000	  5.000000	  SN2005ki
2241.000000	  5.000000	  SN2005ki
2331.000000	  5.000000	  SN2005ki
2402.000000	  5.000000	  SN2005ki
2612.000000	  5.000000	  SN2005ki
2741.000000	  5.000000	  SN2005ki
2914.000000	  5.000000	  SN2005ki
3132.000000	  5.000000	  SN2005ki
3230.000000	  5.000000	  SN2005ki
3310.000000	  5.000000	  SN2005ki
3798.000000	  5.000000	  SN2005ki
3940.000000	  5.000000	  SN2005ki
4006.000000	  5.000000	  SN2005ki
4043.000000	  5.000000	  SN2005ki
4146.000000	  5.000000	  SN2005ki
4213.000000	  5.000000	  SN2005ki
4483.000000	  5.000000	  SN2005ki
4830.000000	  5.000000	  SN2005ki
4944.000000	  5.000000	  SN2005ki
5042.000000	  5.000000	  SN2005ki
5071.000000	  5.000000	  SN2005ki
5212.000000	  5.000000	  SN2005ki
5387.000000	  5.000000	  SN2005ki
5424.000000	  5.000000	  SN2005ki
5555.000000	  5.000000	  SN2005ki
5740.000000	  5.000000	  SN2005ki
5754.000000	  5.000000	  SN2005ki
5803.000000	  5.000000	  SN2005ki
5852.000000	  5.000000	  SN2005ki
5870.000000	  5.000000	  SN2005ki
5940.000000	  5.000000	  SN2005ki
5986.000000	  5.000000	  SN2005ki
6004.000000	  5.000000	  SN2005ki
177.000000	  5.000000	  SN2008ia
185.000000	  5.000000	  SN2008ia
381.000000	  5.000000	  SN2008ia
413.000000	  5.000000	  SN2008ia
811.000000	  5.000000	  SN2008ia
831.000000	  5.000000	  SN2008ia
867.000000	  5.000000	  SN2008ia
925.000000	  5.000000	  SN2008ia
1071.000000	  5.000000	  SN2008ia
1155.000000	  5.000000	  SN2008ia
1207.000000	  5.000000	  SN2008ia
1231.000000	  5.000000	  SN2008ia
1245.000000	  5.000000	  SN2008ia
1309.000000	  5.000000	  SN2008ia
1383.000000	  5.000000	  SN2008ia
