  0.000000	  2.000000	   SN2009Y
  1.000000	  2.000000	   SN2009Y
  2.000000	  2.000000	   SN2009Y
  3.000000	  2.000000	   SN2009Y
  4.000000	  2.000000	   SN2009Y
  5.000000	  2.000000	   SN2009Y
  7.000000	  2.000000	   SN2009Y
  8.000000	  2.000000	   SN2009Y
  9.000000	  2.000000	   SN2009Y
 10.000000	  2.000000	   SN2009Y
 11.000000	  2.000000	   SN2009Y
 13.000000	  2.000000	   SN2009Y
 11.000000	  2.000000	  SN2009ad
 57.000000	  2.000000	  SN2009ad
 81.000000	  2.000000	  SN2009ad
101.000000	  2.000000	  SN2009ad
103.000000	  2.000000	  SN2009ad
112.000000	  2.000000	  SN2009ad
 30.000000	  2.000000	  SN2007on
 33.000000	  2.000000	  SN2007on
 34.000000	  2.000000	  SN2007on
 36.000000	  2.000000	  SN2007on
 43.000000	  2.000000	  SN2007on
 49.000000	  2.000000	  SN2007on
 61.000000	  2.000000	  SN2007on
 77.000000	  2.000000	  SN2007on
100.000000	  2.000000	  SN2007on
135.000000	  2.000000	  SN2007on
139.000000	  2.000000	  SN2007on
145.000000	  2.000000	  SN2007on
163.000000	  2.000000	  SN2007on
165.000000	  2.000000	  SN2007on
182.000000	  2.000000	  SN2007on
185.000000	  2.000000	  SN2007on
189.000000	  2.000000	  SN2007on
190.000000	  2.000000	  SN2007on
194.000000	  2.000000	  SN2007on
197.000000	  2.000000	  SN2007on
201.000000	  2.000000	  SN2007on
216.000000	  2.000000	  SN2007on
233.000000	  2.000000	  SN2007on
248.000000	  2.000000	  SN2007on
261.000000	  2.000000	  SN2007on
265.000000	  2.000000	  SN2007on
274.000000	  2.000000	  SN2007on
293.000000	  2.000000	  SN2007on
305.000000	  2.000000	  SN2007on
316.000000	  2.000000	  SN2007on
317.000000	  2.000000	  SN2007on
330.000000	  2.000000	  SN2007on
352.000000	  2.000000	  SN2007on
362.000000	  2.000000	  SN2007on
375.000000	  2.000000	  SN2007on
389.000000	  2.000000	  SN2007on
390.000000	  2.000000	  SN2007on
