  0.000000	  3.000000	   SN2009Y
  1.000000	  3.000000	   SN2009Y
  3.000000	  3.000000	   SN2009Y
  5.000000	  3.000000	   SN2009Y
  7.000000	  3.000000	   SN2009Y
  9.000000	  3.000000	   SN2009Y
 10.000000	  3.000000	   SN2009Y
 13.000000	  3.000000	   SN2009Y
 15.000000	  3.000000	   SN2009Y
 17.000000	  3.000000	   SN2009Y
 19.000000	  3.000000	   SN2009Y
188.000000	  3.000000	  SN2009ad
205.000000	  3.000000	  SN2009ad
222.000000	  3.000000	  SN2009ad
232.000000	  3.000000	  SN2009ad
235.000000	  3.000000	  SN2009ad
255.000000	  3.000000	  SN2009ad
319.000000	  3.000000	  SN2009ad
323.000000	  3.000000	  SN2009ad
399.000000	  3.000000	  SN2009ad
495.000000	  3.000000	  SN2009ad
 15.000000	  3.000000	  SN2005ki
 32.000000	  3.000000	  SN2005ki
 40.000000	  3.000000	  SN2005ki
 72.000000	  3.000000	  SN2005ki
 90.000000	  3.000000	  SN2005ki
104.000000	  3.000000	  SN2005ki
118.000000	  3.000000	  SN2005ki
172.000000	  3.000000	  SN2005ki
204.000000	  3.000000	  SN2005ki
221.000000	  3.000000	  SN2005ki
256.000000	  3.000000	  SN2005ki
266.000000	  3.000000	  SN2005ki
284.000000	  3.000000	  SN2005ki
286.000000	  3.000000	  SN2005ki
300.000000	  3.000000	  SN2005ki
306.000000	  3.000000	  SN2005ki
307.000000	  3.000000	  SN2005ki
327.000000	  3.000000	  SN2005ki
331.000000	  3.000000	  SN2005ki
340.000000	  3.000000	  SN2005ki
350.000000	  3.000000	  SN2005ki
396.000000	  3.000000	  SN2005ki
408.000000	  3.000000	  SN2005ki
434.000000	  3.000000	  SN2005ki
439.000000	  3.000000	  SN2005ki
442.000000	  3.000000	  SN2005ki
448.000000	  3.000000	  SN2005ki
472.000000	  3.000000	  SN2005ki
484.000000	  3.000000	  SN2005ki
504.000000	  3.000000	  SN2005ki
508.000000	  3.000000	  SN2005ki
595.000000	  3.000000	  SN2005ki
610.000000	  3.000000	  SN2005ki
616.000000	  3.000000	  SN2005ki
633.000000	  3.000000	  SN2005ki
660.000000	  3.000000	  SN2005ki
670.000000	  3.000000	  SN2005ki
368.000000	  3.000000	  SN2005kc
458.000000	  3.000000	  SN2005kc
 36.000000	  3.000000	  SN2005eq
